language,subject,popularity_measure,year,month,value,date
Python,Bigdata,Answers,2012,2,1,2012-02-01
Python,Bigdata,Answers,2012,3,3,2012-03-01
Python,Bigdata,Answers,2012,4,3,2012-04-01
Python,Bigdata,Answers,2012,5,2,2012-05-01
Python,Bigdata,Answers,2012,8,6,2012-08-01
Python,Bigdata,Answers,2012,9,1,2012-09-01
Python,Bigdata,Answers,2012,10,4,2012-10-01
Python,Bigdata,Answers,2013,2,10,2013-02-01
Python,Bigdata,Answers,2013,3,2,2013-03-01
Python,Bigdata,Answers,2013,4,9,2013-04-01
Python,Bigdata,Answers,2013,5,1,2013-05-01
Python,Bigdata,Answers,2013,6,5,2013-06-01
Python,Bigdata,Answers,2013,7,3,2013-07-01
Python,Bigdata,Answers,2013,8,2,2013-08-01
Python,Bigdata,Answers,2013,9,8,2013-09-01
Python,Bigdata,Answers,2013,10,14,2013-10-01
Python,Bigdata,Answers,2013,11,3,2013-11-01
Python,Bigdata,Answers,2013,12,3,2013-12-01
Python,Bigdata,Answers,2014,1,7,2014-01-01
Python,Bigdata,Answers,2014,2,9,2014-02-01
Python,Bigdata,Answers,2014,3,8,2014-03-01
Python,Bigdata,Answers,2014,4,12,2014-04-01
Python,Bigdata,Answers,2014,5,14,2014-05-01
Python,Bigdata,Answers,2014,6,3,2014-06-01
Python,Bigdata,Answers,2014,7,15,2014-07-01
Python,Bigdata,Answers,2014,8,15,2014-08-01
Python,Bigdata,Answers,2014,9,10,2014-09-01
Python,Bigdata,Answers,2014,10,6,2014-10-01
Python,Bigdata,Answers,2014,11,28,2014-11-01
Python,Bigdata,Answers,2014,12,2,2014-12-01
Python,Bigdata,Answers,2015,1,3,2015-01-01
Python,Bigdata,Answers,2015,2,4,2015-02-01
Python,Bigdata,Answers,2015,3,4,2015-03-01
Python,Bigdata,Answers,2015,4,10,2015-04-01
Python,Bigdata,Answers,2015,5,9,2015-05-01
Python,Bigdata,Answers,2015,6,12,2015-06-01
Python,Bigdata,Answers,2015,7,14,2015-07-01
Python,Bigdata,Answers,2015,8,5,2015-08-01
Python,Bigdata,Answers,2015,9,19,2015-09-01
Python,Bigdata,Answers,2015,10,10,2015-10-01
Python,Bigdata,Answers,2015,11,14,2015-11-01
Python,Bigdata,Answers,2015,12,6,2015-12-01
Python,Bigdata,Answers,2016,1,10,2016-01-01
Python,Bigdata,Answers,2016,2,13,2016-02-01
Python,Bigdata,Answers,2016,3,15,2016-03-01
Python,Bigdata,Answers,2016,4,16,2016-04-01
Python,Bigdata,Answers,2016,5,23,2016-05-01
Python,Bigdata,Answers,2016,6,19,2016-06-01
Python,Bigdata,Answers,2016,7,11,2016-07-01
Python,Bigdata,Answers,2016,8,16,2016-08-01
Python,Bigdata,Answers,2016,9,16,2016-09-01
Python,Bigdata,Answers,2016,10,9,2016-10-01
Python,Bigdata,Answers,2016,11,14,2016-11-01
Python,Bigdata,Answers,2016,12,9,2016-12-01
Python,Bigdata,Answers,2017,1,12,2017-01-01
Python,Bigdata,Answers,2017,2,18,2017-02-01
Python,Bigdata,Answers,2017,3,16,2017-03-01
Python,Bigdata,Answers,2017,4,15,2017-04-01
Python,Bigdata,Answers,2017,5,19,2017-05-01
Python,Bigdata,Answers,2017,6,12,2017-06-01
Python,Bigdata,Answers,2017,7,11,2017-07-01
Python,Bigdata,Answers,2017,8,12,2017-08-01
Python,Bigdata,Answers,2017,9,9,2017-09-01
Python,Bigdata,Answers,2017,10,12,2017-10-01
Python,Bigdata,Answers,2017,11,20,2017-11-01
Python,Bigdata,Answers,2017,12,8,2017-12-01
Python,Bigdata,Answers,2018,1,11,2018-01-01
Python,Bigdata,Answers,2018,2,14,2018-02-01
Python,Bigdata,Answers,2018,3,26,2018-03-01
Python,Bigdata,Answers,2018,4,10,2018-04-01
Python,Bigdata,Answers,2018,5,17,2018-05-01
Python,Bigdata,Answers,2018,6,3,2018-06-01
Python,Bigdata,Answers,2018,7,7,2018-07-01
Python,Bigdata,Answers,2018,8,8,2018-08-01
Python,Bigdata,Answers,2018,9,16,2018-09-01
Python,Bigdata,Answers,2018,10,19,2018-10-01
Python,Bigdata,Ques,2012,2,1,2012-02-01
Python,Bigdata,Ques,2012,3,1,2012-03-01
Python,Bigdata,Ques,2012,4,1,2012-04-01
Python,Bigdata,Ques,2012,5,2,2012-05-01
Python,Bigdata,Ques,2012,8,2,2012-08-01
Python,Bigdata,Ques,2012,9,1,2012-09-01
Python,Bigdata,Ques,2012,10,2,2012-10-01
Python,Bigdata,Ques,2013,2,5,2013-02-01
Python,Bigdata,Ques,2013,3,4,2013-03-01
Python,Bigdata,Ques,2013,4,6,2013-04-01
Python,Bigdata,Ques,2013,5,1,2013-05-01
Python,Bigdata,Ques,2013,6,4,2013-06-01
Python,Bigdata,Ques,2013,7,3,2013-07-01
Python,Bigdata,Ques,2013,8,1,2013-08-01
Python,Bigdata,Ques,2013,9,6,2013-09-01
Python,Bigdata,Ques,2013,10,9,2013-10-01
Python,Bigdata,Ques,2013,11,4,2013-11-01
Python,Bigdata,Ques,2013,12,2,2013-12-01
Python,Bigdata,Ques,2014,1,3,2014-01-01
Python,Bigdata,Ques,2014,2,5,2014-02-01
Python,Bigdata,Ques,2014,3,3,2014-03-01
Python,Bigdata,Ques,2014,4,7,2014-04-01
Python,Bigdata,Ques,2014,5,3,2014-05-01
Python,Bigdata,Ques,2014,6,1,2014-06-01
Python,Bigdata,Ques,2014,7,9,2014-07-01
Python,Bigdata,Ques,2014,8,9,2014-08-01
Python,Bigdata,Ques,2014,9,8,2014-09-01
Python,Bigdata,Ques,2014,10,5,2014-10-01
Python,Bigdata,Ques,2014,11,14,2014-11-01
Python,Bigdata,Ques,2014,12,3,2014-12-01
Python,Bigdata,Ques,2015,1,2,2015-01-01
Python,Bigdata,Ques,2015,2,7,2015-02-01
Python,Bigdata,Ques,2015,3,4,2015-03-01
Python,Bigdata,Ques,2015,4,7,2015-04-01
Python,Bigdata,Ques,2015,5,7,2015-05-01
Python,Bigdata,Ques,2015,6,8,2015-06-01
Python,Bigdata,Ques,2015,7,8,2015-07-01
Python,Bigdata,Ques,2015,8,6,2015-08-01
Python,Bigdata,Ques,2015,9,10,2015-09-01
Python,Bigdata,Ques,2015,10,9,2015-10-01
Python,Bigdata,Ques,2015,11,12,2015-11-01
Python,Bigdata,Ques,2015,12,6,2015-12-01
Python,Bigdata,Ques,2016,1,11,2016-01-01
Python,Bigdata,Ques,2016,2,9,2016-02-01
Python,Bigdata,Ques,2016,3,14,2016-03-01
Python,Bigdata,Ques,2016,4,14,2016-04-01
Python,Bigdata,Ques,2016,5,16,2016-05-01
Python,Bigdata,Ques,2016,6,20,2016-06-01
Python,Bigdata,Ques,2016,7,11,2016-07-01
Python,Bigdata,Ques,2016,8,12,2016-08-01
Python,Bigdata,Ques,2016,9,13,2016-09-01
Python,Bigdata,Ques,2016,10,6,2016-10-01
Python,Bigdata,Ques,2016,11,13,2016-11-01
Python,Bigdata,Ques,2016,12,6,2016-12-01
Python,Bigdata,Ques,2017,1,9,2017-01-01
Python,Bigdata,Ques,2017,2,14,2017-02-01
Python,Bigdata,Ques,2017,3,15,2017-03-01
Python,Bigdata,Ques,2017,4,14,2017-04-01
Python,Bigdata,Ques,2017,5,17,2017-05-01
Python,Bigdata,Ques,2017,6,13,2017-06-01
Python,Bigdata,Ques,2017,7,9,2017-07-01
Python,Bigdata,Ques,2017,8,17,2017-08-01
Python,Bigdata,Ques,2017,9,9,2017-09-01
Python,Bigdata,Ques,2017,10,13,2017-10-01
Python,Bigdata,Ques,2017,11,17,2017-11-01
Python,Bigdata,Ques,2017,12,8,2017-12-01
Python,Bigdata,Ques,2018,1,13,2018-01-01
Python,Bigdata,Ques,2018,2,13,2018-02-01
Python,Bigdata,Ques,2018,3,17,2018-03-01
Python,Bigdata,Ques,2018,4,11,2018-04-01
Python,Bigdata,Ques,2018,5,17,2018-05-01
Python,Bigdata,Ques,2018,6,6,2018-06-01
Python,Bigdata,Ques,2018,7,11,2018-07-01
Python,Bigdata,Ques,2018,8,13,2018-08-01
Python,Bigdata,Ques,2018,9,16,2018-09-01
Python,Bigdata,Ques,2018,10,15,2018-10-01
Python,Bigdata,Score,2012,2,0,2012-02-01
Python,Bigdata,Score,2012,3,2,2012-03-01
Python,Bigdata,Score,2012,4,2,2012-04-01
Python,Bigdata,Score,2012,5,2,2012-05-01
Python,Bigdata,Score,2012,8,6,2012-08-01
Python,Bigdata,Score,2012,9,2,2012-09-01
Python,Bigdata,Score,2012,10,4,2012-10-01
Python,Bigdata,Score,2013,2,12,2013-02-01
Python,Bigdata,Score,2013,3,4,2013-03-01
Python,Bigdata,Score,2013,4,35,2013-04-01
Python,Bigdata,Score,2013,5,0,2013-05-01
Python,Bigdata,Score,2013,6,6,2013-06-01
Python,Bigdata,Score,2013,7,3,2013-07-01
Python,Bigdata,Score,2013,8,21,2013-08-01
Python,Bigdata,Score,2013,9,3,2013-09-01
Python,Bigdata,Score,2013,10,17,2013-10-01
Python,Bigdata,Score,2013,11,3,2013-11-01
Python,Bigdata,Score,2013,12,0,2013-12-01
Python,Bigdata,Score,2014,1,3,2014-01-01
Python,Bigdata,Score,2014,2,9,2014-02-01
Python,Bigdata,Score,2014,3,3,2014-03-01
Python,Bigdata,Score,2014,4,5,2014-04-01
Python,Bigdata,Score,2014,5,29,2014-05-01
Python,Bigdata,Score,2014,6,2,2014-06-01
Python,Bigdata,Score,2014,7,12,2014-07-01
Python,Bigdata,Score,2014,8,16,2014-08-01
Python,Bigdata,Score,2014,9,4,2014-09-01
Python,Bigdata,Score,2014,10,6,2014-10-01
Python,Bigdata,Score,2014,11,41,2014-11-01
Python,Bigdata,Score,2014,12,1,2014-12-01
Python,Bigdata,Score,2015,1,6,2015-01-01
Python,Bigdata,Score,2015,2,10,2015-02-01
Python,Bigdata,Score,2015,3,8,2015-03-01
Python,Bigdata,Score,2015,4,31,2015-04-01
Python,Bigdata,Score,2015,5,5,2015-05-01
Python,Bigdata,Score,2015,6,10,2015-06-01
Python,Bigdata,Score,2015,7,11,2015-07-01
Python,Bigdata,Score,2015,8,16,2015-08-01
Python,Bigdata,Score,2015,9,30,2015-09-01
Python,Bigdata,Score,2015,10,9,2015-10-01
Python,Bigdata,Score,2015,11,25,2015-11-01
Python,Bigdata,Score,2015,12,6,2015-12-01
Python,Bigdata,Score,2016,1,16,2016-01-01
Python,Bigdata,Score,2016,2,9,2016-02-01
Python,Bigdata,Score,2016,3,18,2016-03-01
Python,Bigdata,Score,2016,4,35,2016-04-01
Python,Bigdata,Score,2016,5,19,2016-05-01
Python,Bigdata,Score,2016,6,7,2016-06-01
Python,Bigdata,Score,2016,7,10,2016-07-01
Python,Bigdata,Score,2016,8,72,2016-08-01
Python,Bigdata,Score,2016,9,19,2016-09-01
Python,Bigdata,Score,2016,10,8,2016-10-01
Python,Bigdata,Score,2016,11,14,2016-11-01
Python,Bigdata,Score,2016,12,4,2016-12-01
Python,Bigdata,Score,2017,1,20,2017-01-01
Python,Bigdata,Score,2017,2,7,2017-02-01
Python,Bigdata,Score,2017,3,6,2017-03-01
Python,Bigdata,Score,2017,4,23,2017-04-01
Python,Bigdata,Score,2017,5,14,2017-05-01
Python,Bigdata,Score,2017,6,14,2017-06-01
Python,Bigdata,Score,2017,7,6,2017-07-01
Python,Bigdata,Score,2017,8,12,2017-08-01
Python,Bigdata,Score,2017,9,4,2017-09-01
Python,Bigdata,Score,2017,10,20,2017-10-01
Python,Bigdata,Score,2017,11,10,2017-11-01
Python,Bigdata,Score,2017,12,11,2017-12-01
Python,Bigdata,Score,2018,1,-2,2018-01-01
Python,Bigdata,Score,2018,2,-2,2018-02-01
Python,Bigdata,Score,2018,3,10,2018-03-01
Python,Bigdata,Score,2018,4,12,2018-04-01
Python,Bigdata,Score,2018,5,8,2018-05-01
Python,Bigdata,Score,2018,6,-2,2018-06-01
Python,Bigdata,Score,2018,7,3,2018-07-01
Python,Bigdata,Score,2018,8,-1,2018-08-01
Python,Bigdata,Score,2018,9,-2,2018-09-01
Python,Bigdata,Score,2018,10,4,2018-10-01
Python,Bigdata,Views,2012,2,125,2012-02-01
Python,Bigdata,Views,2012,3,477,2012-03-01
Python,Bigdata,Views,2012,4,74,2012-04-01
Python,Bigdata,Views,2012,5,1762,2012-05-01
Python,Bigdata,Views,2012,8,4540,2012-08-01
Python,Bigdata,Views,2012,9,942,2012-09-01
Python,Bigdata,Views,2012,10,2350,2012-10-01
Python,Bigdata,Views,2013,2,8636,2013-02-01
Python,Bigdata,Views,2013,3,689,2013-03-01
Python,Bigdata,Views,2013,4,15210,2013-04-01
Python,Bigdata,Views,2013,5,269,2013-05-01
Python,Bigdata,Views,2013,6,4835,2013-06-01
Python,Bigdata,Views,2013,7,2741,2013-07-01
Python,Bigdata,Views,2013,8,30843,2013-08-01
Python,Bigdata,Views,2013,9,3600,2013-09-01
Python,Bigdata,Views,2013,10,13149,2013-10-01
Python,Bigdata,Views,2013,11,1403,2013-11-01
Python,Bigdata,Views,2013,12,964,2013-12-01
Python,Bigdata,Views,2014,1,2273,2014-01-01
Python,Bigdata,Views,2014,2,6924,2014-02-01
Python,Bigdata,Views,2014,3,2792,2014-03-01
Python,Bigdata,Views,2014,4,3192,2014-04-01
Python,Bigdata,Views,2014,5,12162,2014-05-01
Python,Bigdata,Views,2014,6,143,2014-06-01
Python,Bigdata,Views,2014,7,9905,2014-07-01
Python,Bigdata,Views,2014,8,10135,2014-08-01
Python,Bigdata,Views,2014,9,3953,2014-09-01
Python,Bigdata,Views,2014,10,2083,2014-10-01
Python,Bigdata,Views,2014,11,58668,2014-11-01
Python,Bigdata,Views,2014,12,674,2014-12-01
Python,Bigdata,Views,2015,1,4652,2015-01-01
Python,Bigdata,Views,2015,2,2446,2015-02-01
Python,Bigdata,Views,2015,3,1774,2015-03-01
Python,Bigdata,Views,2015,4,32699,2015-04-01
Python,Bigdata,Views,2015,5,4397,2015-05-01
Python,Bigdata,Views,2015,6,9203,2015-06-01
Python,Bigdata,Views,2015,7,7195,2015-07-01
Python,Bigdata,Views,2015,8,3298,2015-08-01
Python,Bigdata,Views,2015,9,19118,2015-09-01
Python,Bigdata,Views,2015,10,6048,2015-10-01
Python,Bigdata,Views,2015,11,33319,2015-11-01
Python,Bigdata,Views,2015,12,889,2015-12-01
Python,Bigdata,Views,2016,1,3981,2016-01-01
Python,Bigdata,Views,2016,2,4841,2016-02-01
Python,Bigdata,Views,2016,3,7453,2016-03-01
Python,Bigdata,Views,2016,4,5068,2016-04-01
Python,Bigdata,Views,2016,5,12443,2016-05-01
Python,Bigdata,Views,2016,6,4115,2016-06-01
Python,Bigdata,Views,2016,7,7963,2016-07-01
Python,Bigdata,Views,2016,8,21898,2016-08-01
Python,Bigdata,Views,2016,9,7659,2016-09-01
Python,Bigdata,Views,2016,10,1210,2016-10-01
Python,Bigdata,Views,2016,11,12832,2016-11-01
Python,Bigdata,Views,2016,12,6468,2016-12-01
Python,Bigdata,Views,2017,1,2584,2017-01-01
Python,Bigdata,Views,2017,2,5731,2017-02-01
Python,Bigdata,Views,2017,3,4786,2017-03-01
Python,Bigdata,Views,2017,4,8718,2017-04-01
Python,Bigdata,Views,2017,5,9496,2017-05-01
Python,Bigdata,Views,2017,6,5197,2017-06-01
Python,Bigdata,Views,2017,7,1531,2017-07-01
Python,Bigdata,Views,2017,8,3556,2017-08-01
Python,Bigdata,Views,2017,9,2384,2017-09-01
Python,Bigdata,Views,2017,10,6473,2017-10-01
Python,Bigdata,Views,2017,11,9893,2017-11-01
Python,Bigdata,Views,2017,12,1797,2017-12-01
Python,Bigdata,Views,2018,1,2809,2018-01-01
Python,Bigdata,Views,2018,2,2099,2018-02-01
Python,Bigdata,Views,2018,3,4137,2018-03-01
Python,Bigdata,Views,2018,4,1599,2018-04-01
Python,Bigdata,Views,2018,5,1945,2018-05-01
Python,Bigdata,Views,2018,6,2154,2018-06-01
Python,Bigdata,Views,2018,7,1121,2018-07-01
Python,Bigdata,Views,2018,8,701,2018-08-01
Python,Bigdata,Views,2018,9,1109,2018-09-01
Python,Bigdata,Views,2018,10,582,2018-10-01
R,Bigdata,Answers,2012,1,4,2012-01-01
R,Bigdata,Answers,2012,2,9,2012-02-01
R,Bigdata,Answers,2012,3,2,2012-03-01
R,Bigdata,Answers,2012,5,2,2012-05-01
R,Bigdata,Answers,2012,6,6,2012-06-01
R,Bigdata,Answers,2012,7,4,2012-07-01
R,Bigdata,Answers,2012,8,3,2012-08-01
R,Bigdata,Answers,2012,9,6,2012-09-01
R,Bigdata,Answers,2012,10,2,2012-10-01
R,Bigdata,Answers,2012,11,5,2012-11-01
R,Bigdata,Answers,2012,12,6,2012-12-01
R,Bigdata,Answers,2013,1,3,2013-01-01
R,Bigdata,Answers,2013,2,7,2013-02-01
R,Bigdata,Answers,2013,3,6,2013-03-01
R,Bigdata,Answers,2013,4,9,2013-04-01
R,Bigdata,Answers,2013,5,6,2013-05-01
R,Bigdata,Answers,2013,6,14,2013-06-01
R,Bigdata,Answers,2013,7,3,2013-07-01
R,Bigdata,Answers,2013,8,8,2013-08-01
R,Bigdata,Answers,2013,9,7,2013-09-01
R,Bigdata,Answers,2013,10,12,2013-10-01
R,Bigdata,Answers,2013,11,11,2013-11-01
R,Bigdata,Answers,2013,12,8,2013-12-01
R,Bigdata,Answers,2014,1,9,2014-01-01
R,Bigdata,Answers,2014,2,14,2014-02-01
R,Bigdata,Answers,2014,3,14,2014-03-01
R,Bigdata,Answers,2014,4,10,2014-04-01
R,Bigdata,Answers,2014,5,16,2014-05-01
R,Bigdata,Answers,2014,6,5,2014-06-01
R,Bigdata,Answers,2014,7,14,2014-07-01
R,Bigdata,Answers,2014,8,7,2014-08-01
R,Bigdata,Answers,2014,9,4,2014-09-01
R,Bigdata,Answers,2014,10,0,2014-10-01
R,Bigdata,Answers,2014,11,3,2014-11-01
R,Bigdata,Answers,2014,12,15,2014-12-01
R,Bigdata,Answers,2015,1,3,2015-01-01
R,Bigdata,Answers,2015,2,5,2015-02-01
R,Bigdata,Answers,2015,3,13,2015-03-01
R,Bigdata,Answers,2015,4,8,2015-04-01
R,Bigdata,Answers,2015,5,3,2015-05-01
R,Bigdata,Answers,2015,6,10,2015-06-01
R,Bigdata,Answers,2015,7,9,2015-07-01
R,Bigdata,Answers,2015,8,3,2015-08-01
R,Bigdata,Answers,2015,9,8,2015-09-01
R,Bigdata,Answers,2015,10,6,2015-10-01
R,Bigdata,Answers,2015,11,3,2015-11-01
R,Bigdata,Answers,2015,12,13,2015-12-01
R,Bigdata,Answers,2016,1,5,2016-01-01
R,Bigdata,Answers,2016,2,6,2016-02-01
R,Bigdata,Answers,2016,3,6,2016-03-01
R,Bigdata,Answers,2016,4,2,2016-04-01
R,Bigdata,Answers,2016,5,14,2016-05-01
R,Bigdata,Answers,2016,6,3,2016-06-01
R,Bigdata,Answers,2016,7,7,2016-07-01
R,Bigdata,Answers,2016,8,5,2016-08-01
R,Bigdata,Answers,2016,9,5,2016-09-01
R,Bigdata,Answers,2016,10,5,2016-10-01
R,Bigdata,Answers,2016,11,2,2016-11-01
R,Bigdata,Answers,2016,12,1,2016-12-01
R,Bigdata,Answers,2017,1,5,2017-01-01
R,Bigdata,Answers,2017,2,7,2017-02-01
R,Bigdata,Answers,2017,3,5,2017-03-01
R,Bigdata,Answers,2017,4,6,2017-04-01
R,Bigdata,Answers,2017,5,3,2017-05-01
R,Bigdata,Answers,2017,6,9,2017-06-01
R,Bigdata,Answers,2017,7,4,2017-07-01
R,Bigdata,Answers,2017,8,6,2017-08-01
R,Bigdata,Answers,2017,9,4,2017-09-01
R,Bigdata,Answers,2017,10,8,2017-10-01
R,Bigdata,Answers,2017,11,10,2017-11-01
R,Bigdata,Answers,2017,12,4,2017-12-01
R,Bigdata,Answers,2018,1,4,2018-01-01
R,Bigdata,Answers,2018,2,11,2018-02-01
R,Bigdata,Answers,2018,3,6,2018-03-01
R,Bigdata,Answers,2018,4,4,2018-04-01
R,Bigdata,Answers,2018,5,6,2018-05-01
R,Bigdata,Answers,2018,6,0,2018-06-01
R,Bigdata,Answers,2018,7,2,2018-07-01
R,Bigdata,Answers,2018,8,4,2018-08-01
R,Bigdata,Answers,2018,9,7,2018-09-01
R,Bigdata,Answers,2018,10,6,2018-10-01
R,Bigdata,Ques,2012,1,2,2012-01-01
R,Bigdata,Ques,2012,2,3,2012-02-01
R,Bigdata,Ques,2012,3,2,2012-03-01
R,Bigdata,Ques,2012,5,1,2012-05-01
R,Bigdata,Ques,2012,6,2,2012-06-01
R,Bigdata,Ques,2012,7,2,2012-07-01
R,Bigdata,Ques,2012,8,2,2012-08-01
R,Bigdata,Ques,2012,9,5,2012-09-01
R,Bigdata,Ques,2012,10,2,2012-10-01
R,Bigdata,Ques,2012,11,3,2012-11-01
R,Bigdata,Ques,2012,12,3,2012-12-01
R,Bigdata,Ques,2013,1,2,2013-01-01
R,Bigdata,Ques,2013,2,3,2013-02-01
R,Bigdata,Ques,2013,3,5,2013-03-01
R,Bigdata,Ques,2013,4,7,2013-04-01
R,Bigdata,Ques,2013,5,6,2013-05-01
R,Bigdata,Ques,2013,6,9,2013-06-01
R,Bigdata,Ques,2013,7,3,2013-07-01
R,Bigdata,Ques,2013,8,8,2013-08-01
R,Bigdata,Ques,2013,9,5,2013-09-01
R,Bigdata,Ques,2013,10,10,2013-10-01
R,Bigdata,Ques,2013,11,8,2013-11-01
R,Bigdata,Ques,2013,12,7,2013-12-01
R,Bigdata,Ques,2014,1,7,2014-01-01
R,Bigdata,Ques,2014,2,9,2014-02-01
R,Bigdata,Ques,2014,3,8,2014-03-01
R,Bigdata,Ques,2014,4,8,2014-04-01
R,Bigdata,Ques,2014,5,7,2014-05-01
R,Bigdata,Ques,2014,6,6,2014-06-01
R,Bigdata,Ques,2014,7,7,2014-07-01
R,Bigdata,Ques,2014,8,6,2014-08-01
R,Bigdata,Ques,2014,9,4,2014-09-01
R,Bigdata,Ques,2014,10,1,2014-10-01
R,Bigdata,Ques,2014,11,2,2014-11-01
R,Bigdata,Ques,2014,12,7,2014-12-01
R,Bigdata,Ques,2015,1,3,2015-01-01
R,Bigdata,Ques,2015,2,4,2015-02-01
R,Bigdata,Ques,2015,3,11,2015-03-01
R,Bigdata,Ques,2015,4,5,2015-04-01
R,Bigdata,Ques,2015,5,4,2015-05-01
R,Bigdata,Ques,2015,6,11,2015-06-01
R,Bigdata,Ques,2015,7,10,2015-07-01
R,Bigdata,Ques,2015,8,4,2015-08-01
R,Bigdata,Ques,2015,9,10,2015-09-01
R,Bigdata,Ques,2015,10,5,2015-10-01
R,Bigdata,Ques,2015,11,6,2015-11-01
R,Bigdata,Ques,2015,12,9,2015-12-01
R,Bigdata,Ques,2016,1,5,2016-01-01
R,Bigdata,Ques,2016,2,7,2016-02-01
R,Bigdata,Ques,2016,3,4,2016-03-01
R,Bigdata,Ques,2016,4,5,2016-04-01
R,Bigdata,Ques,2016,5,6,2016-05-01
R,Bigdata,Ques,2016,6,6,2016-06-01
R,Bigdata,Ques,2016,7,10,2016-07-01
R,Bigdata,Ques,2016,8,5,2016-08-01
R,Bigdata,Ques,2016,9,5,2016-09-01
R,Bigdata,Ques,2016,10,6,2016-10-01
R,Bigdata,Ques,2016,11,2,2016-11-01
R,Bigdata,Ques,2016,12,2,2016-12-01
R,Bigdata,Ques,2017,1,4,2017-01-01
R,Bigdata,Ques,2017,2,8,2017-02-01
R,Bigdata,Ques,2017,3,7,2017-03-01
R,Bigdata,Ques,2017,4,5,2017-04-01
R,Bigdata,Ques,2017,5,2,2017-05-01
R,Bigdata,Ques,2017,6,8,2017-06-01
R,Bigdata,Ques,2017,7,6,2017-07-01
R,Bigdata,Ques,2017,8,6,2017-08-01
R,Bigdata,Ques,2017,9,5,2017-09-01
R,Bigdata,Ques,2017,10,7,2017-10-01
R,Bigdata,Ques,2017,11,8,2017-11-01
R,Bigdata,Ques,2017,12,2,2017-12-01
R,Bigdata,Ques,2018,1,3,2018-01-01
R,Bigdata,Ques,2018,2,9,2018-02-01
R,Bigdata,Ques,2018,3,5,2018-03-01
R,Bigdata,Ques,2018,4,8,2018-04-01
R,Bigdata,Ques,2018,5,7,2018-05-01
R,Bigdata,Ques,2018,6,3,2018-06-01
R,Bigdata,Ques,2018,7,5,2018-07-01
R,Bigdata,Ques,2018,8,6,2018-08-01
R,Bigdata,Ques,2018,9,6,2018-09-01
R,Bigdata,Ques,2018,10,6,2018-10-01
R,Bigdata,Score,2012,1,12,2012-01-01
R,Bigdata,Score,2012,2,47,2012-02-01
R,Bigdata,Score,2012,3,11,2012-03-01
R,Bigdata,Score,2012,5,14,2012-05-01
R,Bigdata,Score,2012,6,40,2012-06-01
R,Bigdata,Score,2012,7,3,2012-07-01
R,Bigdata,Score,2012,8,4,2012-08-01
R,Bigdata,Score,2012,9,13,2012-09-01
R,Bigdata,Score,2012,10,38,2012-10-01
R,Bigdata,Score,2012,11,9,2012-11-01
R,Bigdata,Score,2012,12,14,2012-12-01
R,Bigdata,Score,2013,1,10,2013-01-01
R,Bigdata,Score,2013,2,7,2013-02-01
R,Bigdata,Score,2013,3,6,2013-03-01
R,Bigdata,Score,2013,4,13,2013-04-01
R,Bigdata,Score,2013,5,11,2013-05-01
R,Bigdata,Score,2013,6,45,2013-06-01
R,Bigdata,Score,2013,7,0,2013-07-01
R,Bigdata,Score,2013,8,5,2013-08-01
R,Bigdata,Score,2013,9,22,2013-09-01
R,Bigdata,Score,2013,10,33,2013-10-01
R,Bigdata,Score,2013,11,10,2013-11-01
R,Bigdata,Score,2013,12,3,2013-12-01
